,job_label,skills,file_label
10,Data Science,"[{'skill': 'Python', 'score': 100}, {'skill': 'Tableau', 'score': 100}, {'skill': 'Data Visualization', 'score': 100}, {'skill': 'R Studio', 'score': 20}, {'skill': 'Machine Learning', 'score': 80}, {'skill': 'Statistics', 'score': 20}]",none
11,Data Science,"[{'skill': 'Python', 'score': 80}, {'skill': 'Machine Learning', 'score': 100}, {'skill': 'Deep Learning', 'score': 100}, {'skill': 'Data Science', 'score': 100}, {'skill': 'Numpy', 'score': 100}, {'skill': 'Tensorflow', 'score': 100}, {'skill': 'Scikit', 'score': 20}, {'skill': 'GCP', 'score': 20}, {'skill': 'Pandas', 'score': 100}, {'skill': 'Neural Network', 'score': 80}, {'skill': 'Algorithms', 'score': 80}, {'skill': 'NLP', 'score': 100}, {'skill': 'SQL', 'score': 80}, {'skill': 'Oracle', 'score': 20}, {'skill': 'Linux', 'score': 80}, {'skill': 'Ubuntu', 'score': 20}, {'skill': 'Windows', 'score': 20}, {'skill': 'C++', 'score': 20}, {'skill': 'Java', 'score': 20}, {'skill': 'Google Cloud', 'score': 80}]",none
12,Data Science,"[{'skill': 'C Basics', 'score': 80}, {'skill': 'Python', 'score': 80}, {'skill': 'MATLAB', 'score': 80}, {'skill': 'Data Science', 'score': 80}, {'skill': 'Machine Learning', 'score': 80}, {'skill': 'HTML', 'score': 0}, {'skill': 'Microsoft Word', 'score': 20}, {'skill': 'Microsoft Excel', 'score': 20}, {'skill': 'Microsoft Powerpoint', 'score': 20}]",none
13,Data Science,"[{'skill': 'Python', 'score': 80}, {'skill': 'JavaScript/JQuery', 'score': 80}, {'skill': 'Html', 'score': 80}, {'skill': 'Css', 'score': 80}, {'skill': 'Sql', 'score': 80}, {'skill': 'Machine learning', 'score': 80}, {'skill': 'Natural language processing', 'score': 80}, {'skill': 'ElasticSearch', 'score': 80}, {'skill': 'Kibana', 'score': 80}, {'skill': 'Plotly', 'score': 80}, {'skill': 'Matplotlib', 'score': 80}, {'skill': 'Tableau', 'score': 80}, {'skill': 'Word embedding', 'score': 80}, {'skill': 'Sentiment analysis', 'score': 80}, {'skill': 'Scikit-learn', 'score': 80}, {'skill': 'Flask', 'score': 80}, {'skill': 'Docker', 'score': 80}, {'skill': 'Git', 'score': 80}, {'skill': 'OpenCV', 'score': 80}]",none
14,Data Science,"[{'skill': 'C Basics', 'score': 80}, {'skill': 'Data Science', 'score': 100}, {'skill': 'Machine Learning', 'score': 80}, {'skill': 'MATLAB', 'score': 80}, {'skill': 'Microsoft Word', 'score': 80}, {'skill': 'Microsoft Excel', 'score': 80}, {'skill': 'Microsoft Powerpoint', 'score': 80}]",none
15,Data Science,"[{'skill': 'Data Analysis', 'score': 80}, {'skill': 'Excel', 'score': 80}, {'skill': 'Machine Learning', 'score': 80}, {'skill': 'Python', 'score': 80}, {'skill': 'Matlab', 'score': 80}, {'skill': 'Sql', 'score': 80}, {'skill': 'Electrical Engineering', 'score': 80}]",none
16,Data Science,"[{'skill': 'Python', 'score': 100}, {'skill': 'Sql', 'score': 100}, {'skill': 'Java', 'score': 80}, {'skill': 'JavaScript/JQuery', 'score': 100}, {'skill': 'Machine learning', 'score': 80}, {'skill': 'Regression', 'score': 80}, {'skill': 'SVM', 'score': 80}, {'skill': 'Naïve Bayes', 'score': 80}, {'skill': 'KNN', 'score': 80}, {'skill': 'Random Forest', 'score': 80}, {'skill': 'Decision Trees', 'score': 80}, {'skill': 'Boosting techniques', 'score': 80}, {'skill': 'Cluster Analysis', 'score': 80}, {'skill': 'Word Embedding', 'score': 80}, {'skill': 'Sentiment Analysis', 'score': 80}, {'skill': 'Natural Language processing', 'score': 80}, {'skill': 'Dimensionality reduction', 'score': 80}, {'skill': 'Topic Modelling (LDA, NMF)', 'score': 80}, {'skill': 'PCA & Neural Nets', 'score': 80}, {'skill': 'Mysql', 'score': 100}, {'skill': 'SqlServer', 'score': 80}, {'skill': 'Plotly', 'score': 80}, {'skill': 'kibana', 'score': 80}, {'skill': 'matplotlib', 'score': 80}, {'skill': 'HTML', 'score': 80}, {'skill': 'CSS', 'score': 80}, {'skill': 'Python Flask', 'score': 80}, {'skill': 'Git', 'score': 20}, {'skill': 'Docker', 'score': 20}, {'skill': 'Open CV', 'score': 20}, {'skill': 'Regular Expression', 'score': 20}, {'skill': 'Angular 6', 'score': 20}, {'skill': 'Logstash', 'score': 20}, {'skill': 'Kafka', 'score': 20}, {'skill': 'Pandas', 'score': 20}, {'skill': 'Numpy', 'score': 20}, {'skill': 'Scipy', 'score': 20}, {'skill': 'scikit-learn', 'score': 60}]",none
17,Data Science,"[{'skill': 'Data and Quantitative Analysis', 'score': 100}, {'skill': 'Decision Analytics', 'score': 80}, {'skill': 'Predictive Modeling', 'score': 80}, {'skill': 'Data-Driven Personalization', 'score': 80}, {'skill': 'KPI Dashboards', 'score': 80}, {'skill': 'Big Data Queries and Interpretation', 'score': 80}, {'skill': 'Data Mining', 'score': 80}, {'skill': 'Data Visualization Tools', 'score': 80}, {'skill': 'Machine Learning Algorithms', 'score': 100}, {'skill': 'Business Intelligence (BI)', 'score': 80}, {'skill': 'Algorithms', 'score': 20}, {'skill': 'BI', 'score': 20}, {'skill': 'Business Intelligence', 'score': 20}, {'skill': 'Python', 'score': 100}, {'skill': 'Machine Learning', 'score': 80}, {'skill': 'Visualization', 'score': 80}, {'skill': 'Spark', 'score': 80}, {'skill': 'Tableau', 'score': 80}, {'skill': 'Data Analysis', 'score': 80}, {'skill': 'Selenium', 'score': 80}, {'skill': 'Hadoop', 'score': 80}, {'skill': 'PySpark', 'score': 100}, {'skill': 'QlikSense', 'score': 80}, {'skill': 'Microsoft Face API', 'score': 80}, {'skill': 'Open CV', 'score': 80}, {'skill': 'R', 'score': 80}, {'skill': 'NLP', 'score': 80}, {'skill': 'Sentiment Analysis', 'score': 80}, {'skill': 'Apache Spark', 'score': 100}, {'skill': 'IBM Bluemix', 'score': 100}, {'skill': 'IBM Watson', 'score': 80}]",none
18,Data Science,"[{'skill': 'Data Structure', 'score': 80}, {'skill': 'C', 'score': 80}, {'skill': 'Data Analysis', 'score': 80}, {'skill': 'Python', 'score': 80}, {'skill': 'Core Java', 'score': 80}, {'skill': 'Database Management', 'score': 80}]",none
19,Data Science,"[{'skill': 'C Basics', 'score': 80}, {'skill': 'Python', 'score': 80}, {'skill': 'MATLAB', 'score': 80}, {'skill': 'Data Science', 'score': 100}, {'skill': 'Machine Learning', 'score': 100}, {'skill': 'HTML', 'score': 0}, {'skill': 'Microsoft Word', 'score': 20}, {'skill': 'Microsoft Excel', 'score': 20}, {'skill': 'Microsoft Powerpoint', 'score': 20}]",none
20,Web Designing,"[{'skill': 'Photoshop', 'score': 100}, {'skill': 'Bootstrap', 'score': 80}, {'skill': 'HTML5', 'score': 80}, {'skill': 'JavaScript', 'score': 80}, {'skill': 'CSS3', 'score': 80}]",none
21,Web Designing,"[{'skill': 'HTML5', 'score': 80}, {'skill': 'CSS3', 'score': 80}, {'skill': 'Bootstrap', 'score': 80}, {'skill': 'JavaScript', 'score': 80}, {'skill': 'jQuery', 'score': 80}, {'skill': 'Corel Draw', 'score': 20}, {'skill': 'Photoshop', 'score': 80}, {'skill': 'Illustrator', 'score': 20}, {'skill': 'C++', 'score': 20}, {'skill': 'MySQL', 'score': 20}, {'skill': 'Sublime Text', 'score': 20}, {'skill': 'Notepad', 'score': 20}, {'skill': 'Windows OS', 'score': 20}, {'skill': 'Web Development', 'score': 80}, {'skill': 'Graphics Design', 'score': 80}]",none
22,Web Designing,"[{'skill': 'Photoshop', 'score': 100}, {'skill': 'Bootstrap', 'score': 80}, {'skill': 'HTML5', 'score': 80}, {'skill': 'Javascript', 'score': 80}, {'skill': 'CSS3', 'score': 20}, {'skill': 'Angular 4', 'score': 20}]",none
23,Web Designing,"[{'skill': 'HTML5', 'score': 80}, {'skill': 'CSS3', 'score': 80}, {'skill': 'Bootstrap', 'score': 80}, {'skill': 'PHP', 'score': 80}, {'skill': 'Ajax', 'score': 80}, {'skill': 'Jquery', 'score': 80}, {'skill': 'JavaScript', 'score': 80}, {'skill': 'MySQL', 'score': 80}, {'skill': 'Notepad++', 'score': 20}, {'skill': 'Sublime Text2', 'score': 20}, {'skill': 'Codeigniter', 'score': 80}, {'skill': 'Apache tomcat', 'score': 20}, {'skill': 'Xampp Control Panel', 'score': 20}]",none
24,Web Designing,"[{'skill': 'HTML5', 'score': 100}, {'skill': 'CSS3', 'score': 100}, {'skill': 'Bootstrap', 'score': 100}, {'skill': 'JavaScript', 'score': 100}, {'skill': 'jQuery', 'score': 100}, {'skill': 'Corel Draw', 'score': 80}, {'skill': 'Adobe Photoshop', 'score': 80}, {'skill': 'Adobe Illustrator', 'score': 80}, {'skill': 'C++', 'score': 20}, {'skill': 'C', 'score': 20}, {'skill': 'JAVA', 'score': 20}]",none
25,Web Designing,"[{'skill': 'Photoshop', 'score': 100}, {'skill': 'Bootstrap', 'score': 80}, {'skill': 'HTML5', 'score': 80}, {'skill': 'JavaScript', 'score': 80}, {'skill': 'CSS3', 'score': 80}, {'skill': 'Angular 4', 'score': 80}, {'skill': 'UI/UX Design', 'score': 80}, {'skill': 'Web Development', 'score': 80}, {'skill': 'Client Interaction', 'score': 80}, {'skill': 'Project Management', 'score': 80}]",none
26,Web Designing,"[{'skill': 'Photoshop', 'score': 80}, {'skill': 'Bootstrap', 'score': 80}, {'skill': 'HTML5', 'score': 80}, {'skill': 'Javascript', 'score': 80}, {'skill': 'CSS3', 'score': 80}, {'skill': 'Angular 4', 'score': 80}, {'skill': 'Web Design', 'score': 80}]",none
27,Web Designing,"[{'skill': 'Photoshop', 'score': 100}, {'skill': 'Bootstrap', 'score': 80}, {'skill': 'HTML5', 'score': 80}, {'skill': 'JavaScript', 'score': 80}, {'skill': 'CSS3', 'score': 80}, {'skill': 'Angular JS', 'score': 20}]",none
28,Web Designing,"[{'skill': 'HTML5', 'score': 80}, {'skill': 'CSS3', 'score': 80}, {'skill': 'Bootstrap', 'score': 80}, {'skill': 'JavaScript', 'score': 80}, {'skill': 'jQuery', 'score': 80}, {'skill': 'Corel Draw', 'score': 20}, {'skill': 'Adobe Photoshop', 'score': 80}, {'skill': 'Adobe Illustrator', 'score': 20}, {'skill': 'C++', 'score': 20}]",none
29,Web Designing,"[{'skill': 'HTML5', 'score': 80}, {'skill': 'CSS3', 'score': 80}, {'skill': 'Bootstrap', 'score': 80}, {'skill': 'PHP', 'score': 80}, {'skill': 'Ajax', 'score': 80}, {'skill': 'Jquery', 'score': 80}, {'skill': 'JavaScript', 'score': 80}, {'skill': 'MySQL', 'score': 80}, {'skill': 'Codeigniter', 'score': 80}, {'skill': 'Notepad++', 'score': 20}, {'skill': 'Sublime Text2', 'score': 20}, {'skill': 'Apache tomcat', 'score': 20}, {'skill': 'Xampp Control Panel', 'score': 20}]",none
30,Web Designing,"[{'skill': 'Web design', 'score': 80}, {'skill': 'Php', 'score': 80}]",none
31,Web Designing,"[{'skill': 'HTML5', 'score': 100}, {'skill': 'CSS3', 'score': 100}, {'skill': 'Bootstrap', 'score': 100}, {'skill': 'JavaScript', 'score': 100}, {'skill': 'jQuery', 'score': 100}, {'skill': 'Corel Draw', 'score': 80}, {'skill': 'Adobe Photoshop', 'score': 80}, {'skill': 'Adobe Illustrator', 'score': 80}, {'skill': 'C++', 'score': 20}, {'skill': 'Sublime Text', 'score': 80}, {'skill': 'Notepad', 'score': 20}, {'skill': 'MySQL', 'score': 20}]",none
32,Web Designing,"[{'skill': 'Photoshop', 'score': 100}, {'skill': 'Bootstrap', 'score': 80}, {'skill': 'HTML5', 'score': 80}, {'skill': 'Javascript', 'score': 80}, {'skill': 'CSS3', 'score': 80}, {'skill': 'Angular 4', 'score': 80}, {'skill': 'Brackets', 'score': 80}, {'skill': 'Visual Studio', 'score': 80}]",none
33,Web Designing,"[{'skill': 'HTML5', 'score': 80}, {'skill': 'CSS3', 'score': 80}, {'skill': 'Bootstrap', 'score': 80}, {'skill': 'PHP', 'score': 80}, {'skill': 'Ajax', 'score': 80}, {'skill': 'Jquery', 'score': 80}, {'skill': 'JavaScript', 'score': 80}, {'skill': 'MySQL', 'score': 80}, {'skill': 'Notepad++', 'score': 20}, {'skill': 'Sublime Text2', 'score': 20}, {'skill': 'Codeigniter', 'score': 80}, {'skill': 'Apache tomcat', 'score': 20}, {'skill': 'Xampp Control Panel', 'score': 20}]",none
34,Web Designing,"[{'skill': 'Photoshop', 'score': 100}, {'skill': 'Bootstrap', 'score': 80}, {'skill': 'HTML5', 'score': 80}, {'skill': 'JavaScript', 'score': 80}, {'skill': 'CSS3', 'score': 80}, {'skill': 'Angular 4', 'score': 80}]",none
35,Web Designing,"[{'skill': 'HTML5', 'score': 80}, {'skill': 'CSS3', 'score': 80}, {'skill': 'Bootstrap', 'score': 80}, {'skill': 'JavaScript', 'score': 80}, {'skill': 'jQuery', 'score': 80}, {'skill': 'Corel Draw', 'score': 80}, {'skill': 'Adobe Photoshop', 'score': 80}, {'skill': 'Adobe Illustrator', 'score': 80}, {'skill': 'Sublime Text', 'score': 80}, {'skill': 'Notepad', 'score': 80}, {'skill': 'C++', 'score': 20}]",none
36,Web Designing,"[{'skill': 'HTML5', 'score': 80}, {'skill': 'CSS3', 'score': 80}, {'skill': 'Bootstrap', 'score': 80}, {'skill': 'PHP', 'score': 100}, {'skill': 'Ajax', 'score': 80}, {'skill': 'Jquery', 'score': 80}, {'skill': 'JavaScript', 'score': 80}, {'skill': 'MySQL', 'score': 80}]",none
37,Web Designing,"[{'skill': 'Photoshop', 'score': 100}, {'skill': 'Bootstrap', 'score': 80}, {'skill': 'HTML5', 'score': 80}, {'skill': 'JavaScript', 'score': 80}, {'skill': 'CSS3', 'score': 80}, {'skill': 'Angular 4', 'score': 80}]",none
38,Web Designing,"[{'skill': 'HTML5', 'score': 100}, {'skill': 'CSS3', 'score': 100}, {'skill': 'Bootstrap', 'score': 100}, {'skill': 'JavaScript', 'score': 100}, {'skill': 'jQuery', 'score': 100}, {'skill': 'Adobe Photoshop', 'score': 80}, {'skill': 'Corel Draw', 'score': 80}, {'skill': 'Adobe Illustrator', 'score': 80}]",none
39,Web Designing,"[{'skill': 'HTML5', 'score': 80}, {'skill': 'CSS3', 'score': 80}, {'skill': 'Bootstrap', 'score': 80}, {'skill': 'PHP', 'score': 100}, {'skill': 'Ajax', 'score': 80}, {'skill': 'Jquery', 'score': 80}, {'skill': 'JavaScript', 'score': 80}, {'skill': 'MySQL', 'score': 80}, {'skill': 'Notepad++', 'score': 20}, {'skill': 'Sublime Text2', 'score': 20}, {'skill': 'Codeigniter', 'score': 80}, {'skill': 'Apache tomcat', 'score': 20}, {'skill': 'Xampp Control Panel', 'score': 20}]",none
40,Mechanical Engineer,"[{'skill': 'Microsoft Office', 'score': 80}, {'skill': 'AutoCAD', 'score': 80}, {'skill': '3D Modeling software', 'score': 80}, {'skill': 'Proposal/Estimation Engineering', 'score': 100}, {'skill': 'Procurement & Purchase', 'score': 80}, {'skill': 'Vendor Development', 'score': 80}, {'skill': 'Supply Chain Management', 'score': 80}, {'skill': 'Cost Estimation', 'score': 80}, {'skill': 'Project Execution', 'score': 80}, {'skill': 'Product Development', 'score': 80}, {'skill': 'Technical Support', 'score': 80}, {'skill': 'Quality Assurance', 'score': 80}, {'skill': 'Engineering Test Reports', 'score': 80}, {'skill': 'Mechanical Design', 'score': 80}]",none
41,Mechanical Engineer,"[{'skill': 'Knowledge of software / computer (Auto CAD, MSCIT, CNC Programming)', 'score': 80}, {'skill': 'Industrial Experience', 'score': 80}, {'skill': 'Mechanical Engineering', 'score': 80}, {'skill': 'AUTO CAD', 'score': 80}, {'skill': 'CNC', 'score': 80}, {'skill': 'Quick Learner', 'score': 80}, {'skill': 'Positive thinking and self-confidence', 'score': 80}, {'skill': 'Honest, discipline and hardworking', 'score': 80}, {'skill': 'Pneumatic Punching Machine Design and Fabrication', 'score': 80}, {'skill': 'Paddle operated Sugarcane Juicer machine', 'score': 80}, {'skill': 'English, Hindi, Marathi', 'score': 20}]",none
42,Mechanical Engineer,"[{'skill': 'Application Engineering', 'score': 80}, {'skill': 'Field Service', 'score': 80}, {'skill': 'Sizing and Selection of Valves and Actuators', 'score': 80}, {'skill': 'Quotations Management', 'score': 80}, {'skill': 'Purchasing and Supply Chain Management', 'score': 80}, {'skill': 'Vendor Development', 'score': 80}, {'skill': 'Project Execution', 'score': 80}, {'skill': 'Proposal Engineering', 'score': 80}, {'skill': 'Mechanical Design', 'score': 80}, {'skill': 'Cost Estimation', 'score': 80}, {'skill': 'Internal Auditing', 'score': 80}, {'skill': 'Documentation Management', 'score': 80}, {'skill': 'Raw Material Inspection', 'score': 80}, {'skill': 'Prototype Manufacturing (3D Modeling)', 'score': 80}, {'skill': '3D Modeling Software', 'score': 80}, {'skill': 'AutoCAD', 'score': 80}, {'skill': 'Material Handling Equipment Design', 'score': 80}, {'skill': 'Microsoft Office (Word, Excel)', 'score': 80}]",none
43,Mechanical Engineer,"[{'skill': 'Microsoft Office - Word ,Excel,Auto cad,Micro station J ERP 3d Modeling software', 'score': 80}, {'skill': 'Technical knowledge in Mechanical Engineering', 'score': 80}, {'skill': 'Project management and coordination', 'score': 80}, {'skill': 'Vendor development and management', 'score': 80}, {'skill': 'Supply chain management', 'score': 80}, {'skill': 'Proposal and estimation engineering', 'score': 80}, {'skill': 'Fabrication design and manufacturing', 'score': 80}, {'skill': 'AutoCAD', 'score': 80}, {'skill': 'Estimation of Pneumatic Automation Products & Projects', 'score': 80}]",none
44,Mechanical Engineer,"[{'skill': 'Leadership', 'score': 80}, {'skill': 'Event Management', 'score': 80}, {'skill': 'Project Management', 'score': 80}, {'skill': 'Engineering', 'score': 20}]",none
45,Mechanical Engineer,"[{'skill': 'Microsoft Office (Word, Excel)', 'score': 60}, {'skill': 'Auto CAD', 'score': 80}, {'skill': 'Material Selection', 'score': 80}, {'skill': 'Project Management', 'score': 80}, {'skill': 'Product Selection', 'score': 80}, {'skill': 'Costing', 'score': 80}, {'skill': 'Quotations', 'score': 80}, {'skill': 'Procurement', 'score': 80}, {'skill': 'Supply Chain Management', 'score': 80}, {'skill': 'Vendor Development', 'score': 80}, {'skill': 'Project Execution', 'score': 80}, {'skill': 'Negotiation', 'score': 80}, {'skill': 'Technical Writing', 'score': 60}, {'skill': 'Problem Solving', 'score': 80}, {'skill': 'Quality Assurance', 'score': 80}]",none
46,Mechanical Engineer,"[{'skill': 'Mechanical Engineering', 'score': 80}, {'skill': 'Project Management', 'score': 80}, {'skill': 'Leadership', 'score': 80}, {'skill': 'Event Management', 'score': 80}, {'skill': 'Team Management', 'score': 80}]",none
47,Mechanical Engineer,"[{'skill': 'Autocad', 'score': 80}, {'skill': 'Solidworks', 'score': 80}, {'skill': 'Catia', 'score': 80}]",none
48,Mechanical Engineer,"[{'skill': 'Microsoft Office', 'score': 80}, {'skill': 'Auto Cad', 'score': 80}, {'skill': '3D Modeling', 'score': 80}, {'skill': 'Pre Sales', 'score': 80}, {'skill': 'Inside Sales', 'score': 80}, {'skill': 'Field Service', 'score': 80}, {'skill': 'Product Selection', 'score': 80}, {'skill': 'Materials of Construction', 'score': 80}, {'skill': 'Project Quotations', 'score': 80}, {'skill': 'Costing', 'score': 80}, {'skill': 'Estimation Engineering', 'score': 80}, {'skill': 'Vendor Development', 'score': 80}, {'skill': 'Supply Chain Management', 'score': 80}, {'skill': 'Negotiation', 'score': 80}, {'skill': 'Proposal Engineering', 'score': 80}, {'skill': 'Project Execution', 'score': 80}, {'skill': 'Pneumatic/Fabrication Projects', 'score': 80}, {'skill': 'Mechanical Assemblies', 'score': 80}, {'skill': 'Electrical or Mechanical Product Specifications', 'score': 80}, {'skill': 'Standard Operating Procedures', 'score': 80}, {'skill': 'Maintenance Manuals', 'score': 80}]",none
49,Mechanical Engineer,"[{'skill': 'Microsoft office', 'score': 80}, {'skill': 'Autocad', 'score': 80}, {'skill': 'Catia', 'score': 80}, {'skill': 'Solidworks', 'score': 20}, {'skill': 'ProE', 'score': 20}]",none
50,Mechanical Engineer,"[{'skill': 'Autocad', 'score': 80}, {'skill': 'Solidworks', 'score': 80}, {'skill': 'Catia', 'score': 80}, {'skill': 'Mechanical Engineering', 'score': 100}, {'skill': 'Design Engineering', 'score': 80}, {'skill': 'Project Management', 'score': 20}]",none
51,Mechanical Engineer,"[{'skill': 'Knowledge of AutoCAD', 'score': 80}, {'skill': 'MSCIT', 'score': 20}, {'skill': 'CNC Programming (Fanuc Series)', 'score': 80}, {'skill': 'Strong Dedication towards work', 'score': 80}, {'skill': 'Quick Learner', 'score': 80}]",none
52,Mechanical Engineer,"[{'skill': 'Microsoft Office -Word ,Excel,Auto cad,Micro station J ERP 3d Modeling software', 'score': 80}, {'skill': 'Pneumatic Automation Products, valves, linear & rotary actuator', 'score': 100}, {'skill': 'Product selection and materials of construction technical recommendations', 'score': 80}, {'skill': 'Contract Management & Tenders', 'score': 80}, {'skill': 'Vendor Management & Supply Chain', 'score': 100}, {'skill': 'Project execution', 'score': 100}, {'skill': 'Proposal Engineering', 'score': 100}, {'skill': 'Estimation Engineering & Products Costing', 'score': 100}, {'skill': 'Research and evaluate potential vendors and suppliers', 'score': 80}, {'skill': 'Project Management', 'score': 100}]",none
53,Mechanical Engineer,"[{'skill': 'Knowledge of software / computer: Auto CAD', 'score': 80}, {'skill': 'MSCIT', 'score': 80}, {'skill': 'CNC Programming (Fanuc Series)', 'score': 80}, {'skill': 'Strong Dedication towards work', 'score': 80}, {'skill': 'Quick Learner', 'score': 80}, {'skill': 'Positive thinking and self-confidence', 'score': 80}, {'skill': 'Honest, discipline and hardworking', 'score': 80}, {'skill': 'AUTO CAD', 'score': 20}, {'skill': 'AUTOMOTIVE', 'score': 20}, {'skill': 'AUTOMOTIVE CNC', 'score': 20}, {'skill': 'CAD', 'score': 20}, {'skill': 'CNC', 'score': 20}]",none
54,Mechanical Engineer,"[{'skill': 'AutoCAD', 'score': 80}, {'skill': 'Solidworks', 'score': 80}, {'skill': 'Catia', 'score': 80}, {'skill': 'Mechanical Engineering', 'score': 80}, {'skill': 'Design Engineering', 'score': 80}, {'skill': 'Project Management', 'score': 20}]",none
