,title,category,id,job_description
48,Java Developer,Java Developer,1a3c0931040ebbc1,"

Exp: 3+ Years
Qualification: Any degree
JD:
Technical skills:
Primary Skills


Programmer with 4+ years of experience in JAVA/J2ee, Jsp, Servlet


At least 1 years’ experience in batch application development.


At least 1 years’ experience in struts 1.x.


At least 3 years’ experience in Javascript.


Knowledge of application development using Google web Toolkit


Knowledge Soap/REST based web services.


Application development and debugging using Eclipse and JBOSS Developer studio.


Knowledge of application development or maintenance using Oracle, MySQL as backend databases


Knowledge of application servers Webpshere, Jboss ,wildfly.


Knowledge of Spring framework.


Knowledge of using configuration management tool like GIT.


Knowledge of Angular


Secondary skill


Knowledge on application configuration, build and deployment using Maven tools.


atleast 1year Experience of implementing projects using Agile scrum.


Atleast 1year experience of application development and maintenance in application implemented in any Cloud Platform.


Job Type: Contract To Hire
Job Category: Software Developer
Job Positions: 5






Job Category: software developer 
    

Job Type: Contract To Hire 
    

Job Location: USA
    



"
49,Java Developer (contract),Java Developer,8ab7c9b97a8a8ea1,"

Leads the development, documentation and maintenance of software architectures in order to meet customer, functional, and/or regulatory requirements, quality objectives, and constraints specific to the applicable domain and available technology. Provides technical leadership for project management including schedules, plans, and estimates. Prioritizes tasks and leads reviews. Assists project managers with risk management and progress reviews. Develops corrective action plans. Develops Computer Software Component (CSC) software requirements and algorithms. Defines external interfaces. Leads trade studies. Performs CSC requirements change assessment. Supports requirements team lead in negotiating interfaces and requirements. Leads supplier/subcontract management team. Ensures application of best practices. Reviews statements of work, conducts estimates and manages risks. Translates contract requirements into work requirements, processes and tasks. Contacts suppliers and subcontractors to exchange technical data and to discuss project performance. Manages customer and supplier relationships. Participates in the development of fundamental approaches to projects and requirements for implementation. Leads development, maintenance, and unit tests for a software Computer Software Configuration Item (CSCI) by utilizing software development environments and programming languages in order to implement design and satisfy allocated requirements. Leads code walkthroughs. Develops/decomposes, documents and maintains designs for a CSC. Participates in internal/external design reviews. Leads integration/test efforts of complex systems. Creates overall integration plans. Leads development, selection, tailoring, and deployment of processes and tools. Leads process reviews. Determines research directions and pursues related opportunities with internal/external organizations. Leads proposal efforts. Provides expertise on resolution of regulatory and domain operational and integration issues to internal/external customers. Supports issue resolution.



 Agile development within a cross-discipline team.
 Continuous integration, testing, and delivery within a CI/CD pipeline.
 Perform static code analysis.
 Decompose complex requirements and capabilities into executable discrete user stories.
 Create and maintain software design and architecture documentation.


 Basic Qualifications (Required Skills/Experience):

 Must have a Bachelor of Science degree from an accredited course of study, in Computer Engineering, Software Engineering, Computer Science, Geospatial Science, or other technical degree
 9+ years of professional experience
 7+ years of development experience using Java
 5+ years of experience working with API / back-end code in one or more languages, e.g. Java, Python


 Preferred Qualifications (Desired Skills/Experience):

 Experience with Scaled Agile Framework or Agile Methodologies
 Experience with relational databases, e.g. PostgreSQL, Oracle
 Experience creating and documenting software architecture and designs

"
50,Entry Level Mechanical Engineer,Mechanical Engineer,46f3062ab1fe5b5c,"We are Problem Solvers. Innovators. Together, always looking for a better solution for our clients.H2Engineering is focused on being a collaborative organization consisting of engineers who are ready to take on some of architectural engineering’s greatest challenges and make an impact on the built environment. We are currently seeking a talented individual to join our mechanical engineering team! As a member of this fast-paced and highly-motivated team, you will use your creativity and diverse range of engineering training to explore solutions to a variety of building mechanical system problems. The Entry Level Mechanical Engineer will participate in the production, design, and construction phases of the project on a diverse range of building types. The candidate will work cross-functionally with other disciplines and multiple project teams. This position is a remote work position located in the Florida Panhandle or Central Florida. If you get excited about problem-solving and innovative thinking, then H2Engineering is for you.Our Portfolio: K-12 Schools, Higher Education, Commissioning, Correctional, HistoricalRequired Experience:

Bachelor’s Degree in Mechanical Engineering
0-3 years’ experience in designing and developing MEP projects from concept to completion
Ability to learn to perform load calculations, specify, size, and layout HVAC, plumbing and fire protection systems
Ability to learn to prepare basic deliverables including calculations, drawings, and specifications
Ability to gain detailed knowledge of general building construction and MEP systems
Excellent analytical and technical skills needed
Excellent verbal communication and writing skills

Preferred Experience:

AutoCAD/Revit knowledge and experience

Location – This position is a remote work position located in the Florida Panhandle or Central Florida.
Job Types: Part-time, Internship"
51,Early Career Mechanical Engineer,Mechanical Engineer,7017a595fdb18313,"




Early Career Mechanical Engineer



Who We Are
 At WSP, we are driven by inspiring future-ready pioneers to innovate. We’re looking to grow our teams with people who are ready to collaborate in building communities and expanding our skylines. To do this, we hire candidates of all experiences, skillsets, backgrounds and walks of life. We actively foster a work environment and culture where inclusion and diversity is part of our fundamental structure. This is delivered behaviorally, through our policies, trainings, local partnerships with professional diverse organizations, internal networks and most importantly with the support and sponsorship of our leaders who help drive our commitment to an inclusive, diverse, welcoming and equitable work environment. Anything is within our reach and yours as a WSP employee. Come join us and help shape the future!

 This Opportunity
 KEEP THE INTERNET RUNNING AND THE WORLD WORKING! At kW Mission Critical Engineering, a part of WSP USA, that’s exactly what we do.
 Simply, data centers are buildings that store information technology. These mission critical facilities must remain operational 24 hours a day, 365 days a year. Your role is to design the building infrastructure—power and cooling systems—to make sure that happens.
 Be a part of an engineering team where from day one, you will collaborate and add value to every project. Gain invaluable experience early in your career. Not only will you be designing building systems, you’ll interact with all internal mechanical, electrical, plumbing, fire protection, and telecommunication engineers, external design partners like architects and structural engineers, and equipment vendors for the development of drawings and specifications. Then, travel to project locations during construction and watch your designs being built for some of the largest companies in the world.
 Do you want to work on innovative, award-winning projects, travel and see your designs being built, and enjoy an occasional game of ping-pong, lunch and learn, or after-hours’ camaraderie? Are you looking for career growth? Join our great people at our great places designing great projects.


 We are currently searching for Early Career Mechanical Engineers to join our Tempe, AZ office.
 Your Impact

Under general supervision, assist with collecting, compiling, and analyzing data from the physical work site, surveys, blueprints, schematics, data, technical drawings, computer-generated reports, and other matrices for project development, design, and construction.
Assist with performing basic professional mechanical engineering work relating to conducting research and inspections of proposed and existing site conditions, equipment, resources, building, infrastructure, usage, and mechanical systems to determine conformance with applicable rules, standards, and construction or operating permits.
Perform routine engineering functions and provide entry-level technical assistance on various design requirements, load calculations, and operating strategies to account for the proper installation and functioning of equipment and systems according to specifications.
Assist with verifying the characteristics of a site and providing basic technical assistance on various engineering, design, and construction issues.
Generate complete, accurate, and concise documentation and specifications using electronic systems, drawings, and field/work site notebook/logs.
Comply with safety guidelines and site-specific procedures which include but are not limited to, location data, statistical documentation, engineering studies and surveys, and construction.
Complete training on assigned tasks.
Exercise responsible and ethical decision-making regarding company funds, resources and conduct, and adhere to WSP’s Code of Conduct and related policies and procedures.
Perform additional responsibilities as required by business needs.
Design air distributions systems and hydronic systems
Prepare cooling/heating load calculations
Schedule and select major equipment
Perform construction administration tasks with oversight from experienced staff
Survey and evaluate existing conditions with oversight from experienced staff

Who You Are
 Required Qualifications

Bachelor’s Degree in Mechanical Engineering, or closely related discipline.
0 to 1 years of relevant post education experience.
Excellent research skills with analytical mindset.
Familiarity with process and concepts for design/build.
Familiarity with relevant mechanical system and construction laws, codes, regulations, compliance practices, and record-keeping requirements.
Competent interpersonal and communication skills when interacting with others, expressing ideas effectively and professionally to an engineering and non-engineering audience.
Proficient self-leadership with attention to detail, multi-tasking, and prioritization of responsibilities in a dynamic work environment.
Ability to work independently under general supervision, as well as part of a team to meet business objectives.
Basic proficiency with technical writing, office automation, software, spreadsheets, technology, and tools.
Familiarity with discipline-specific design software (i.e., AutoCAD, CAM).
Proven track record of upholding workplace safety and ability to abide by WSP’s health, safety and drug/alcohol and harassment policies.
Ability to work schedules conducive to project-specific requirements that may extend beyond the typical workweek.
Occasional travel may be required depending on project-specific requirements.

Preferred Qualifications:

Engineer in Training Certification.
Prior internship related to the degree of study and the specific engineering discipline.
A member of and/or actively participate in local professional practice organizations.

#LI-MH4

 Additional Requirements

To perform this job successfully, an individual must be able to perform each essential job duty satisfactorily. Reasonable accommodations may be made to enable qualified individuals with disabilities to perform essential job functions.

Additional Details

Travel Required: N/A - No travel required
Job Status: New Graduate
Employee Type: Full
Primary Location: TEMPE - E RIO SALADO PKWY
All locations: US-AZ-Tempe


About WSP
 WSP USA is the U.S. operating company of WSP, one of the world's leading engineering and professional services firms. Dedicated to serving local communities, we are engineers, planners, technical experts, strategic advisors and construction management professionals. WSP USA designs lasting solutions in the buildings, transportation, energy, water and environment markets. With more than 15,000 employees in over 300 offices across the U.S., we partner with our clients to help communities prosper. www.wsp.com
 WSP provides a flexible and agile workplace model while meeting client needs. Employees are also afforded a comprehensive suite of benefits including medical, dental, vision, disability, life, and retirement savings focused on providing health and financial stability throughout the employee’s career.
 At WSP, we want to give our employees the challenges they seek to grow their careers and knowledge base. Your daily contributions to your team will be essential in meeting client objectives, goals and challenges. Are you ready to get started?
 WSP USA (and all of its U.S. companies) is an Equal Opportunity Employer Race/Age/Color/Religion/Sex/Sexual Orientation/Gender Identity/National Origin/Disability or Protected Veteran Status.
 The selected candidate must be authorized to work in the United States. 
NOTICE TO THIRD PARTY AGENCIES:
 WSP does not accept unsolicited resumes from recruiters, employment agencies, or other staffing services. Unsolicited resumes include any resume or hiring document sent to WSP in the absence of a signed Service Agreement where WSP has expressly requested recruitment/staffing services specific to the position at hand. Any unsolicited resumes, including those submitted to hiring managers or other business leaders, will become the property of WSP and WSP will have the right to hire that candidate without reservation – no fee or other compensation will be owed or paid to the recruiter, employment agency, or other staffing service.






"
52,Early Career Mechanical Engineer,Mechanical Engineer,a56e7b72d554bdba,"






Who We Are
 At WSP, we are driven by inspiring future-ready pioneers to innovate. We’re looking to grow our teams with people who are ready to collaborate in building communities and expanding our skylines. To do this, we hire candidates of all experiences, skillsets, backgrounds and walks of life. We actively foster a work environment and culture where inclusion and diversity is part of our fundamental structure. This is delivered behaviorally, through our policies, trainings, local partnerships with professional diverse organizations, internal networks and most importantly with the support and sponsorship of our leaders who help drive our commitment to an inclusive, diverse, welcoming and equitable work environment. Anything is within our reach and yours as a WSP employee. Come join us and help shape the future!

 This Opportunity
 KEEP THE INTERNET RUNNING AND THE WORLD WORKING! At kW Mission Critical Engineering, a part of WSP USA, that’s exactly what we do.
 Simply, data centers are buildings that store information technology. These mission critical facilities must remain operational 24 hours a day, 365 days a year. Your role is to design the building infrastructure—power and cooling systems—to make sure that happens.
 Be a part of an engineering team where from day one, you will collaborate and add value to every project. Gain invaluable experience early in your career. Not only will you be designing building systems, you’ll interact with all internal mechanical, electrical, plumbing, fire protection, and telecommunication engineers, external design partners like architects and structural engineers, and equipment vendors for the development of drawings and specifications. Then, travel to project locations during construction and watch your designs being built for some of the largest companies in the world.
 Do you want to work on innovative, award-winning projects, travel and see your designs being built, and enjoy an occasional game of ping-pong, lunch and learn, or after-hours’ camaraderie? Are you looking for career growth? Join our great people at our great places designing great projects.


 We are currently searching for Early Career Mechanical Engineers to join our Tempe, AZ office.
 Your Impact

Under general supervision, assist with collecting, compiling, and analyzing data from the physical work site, surveys, blueprints, schematics, data, technical drawings, computer-generated reports, and other matrices for project development, design, and construction.
Assist with performing basic professional mechanical engineering work relating to conducting research and inspections of proposed and existing site conditions, equipment, resources, building, infrastructure, usage, and mechanical systems to determine conformance with applicable rules, standards, and construction or operating permits.
Perform routine engineering functions and provide entry-level technical assistance on various design requirements, load calculations, and operating strategies to account for the proper installation and functioning of equipment and systems according to specifications.
Assist with verifying the characteristics of a site and providing basic technical assistance on various engineering, design, and construction issues.
Generate complete, accurate, and concise documentation and specifications using electronic systems, drawings, and field/work site notebook/logs.
Comply with safety guidelines and site-specific procedures which include but are not limited to, location data, statistical documentation, engineering studies and surveys, and construction.
Complete training on assigned tasks.
Exercise responsible and ethical decision-making regarding company funds, resources and conduct, and adhere to WSP’s Code of Conduct and related policies and procedures.
Perform additional responsibilities as required by business needs.
Design air distributions systems and hydronic systems
Prepare cooling/heating load calculations
Schedule and select major equipment
Perform construction administration tasks with oversight from experienced staff
Survey and evaluate existing conditions with oversight from experienced staff

Who You Are
 Required Qualifications

Bachelor’s Degree in Mechanical Engineering, or closely related discipline.
0 to 1 years of relevant post education experience.
Excellent research skills with analytical mindset.
Familiarity with process and concepts for design/build.
Familiarity with relevant mechanical system and construction laws, codes, regulations, compliance practices, and record-keeping requirements.
Competent interpersonal and communication skills when interacting with others, expressing ideas effectively and professionally to an engineering and non-engineering audience.
Proficient self-leadership with attention to detail, multi-tasking, and prioritization of responsibilities in a dynamic work environment.
Ability to work independently under general supervision, as well as part of a team to meet business objectives.
Basic proficiency with technical writing, office automation, software, spreadsheets, technology, and tools.
Familiarity with discipline-specific design software (i.e., AutoCAD, CAM).
Proven track record of upholding workplace safety and ability to abide by WSP’s health, safety and drug/alcohol and harassment policies.
Ability to work schedules conducive to project-specific requirements that may extend beyond the typical workweek.
Occasional travel may be required depending on project-specific requirements.

Preferred Qualifications:

Engineer in Training Certification.
Prior internship related to the degree of study and the specific engineering discipline.
A member of and/or actively participate in local professional practice organizations.

#LI-MH4

 Additional Requirements

To perform this job successfully, an individual must be able to perform each essential job duty satisfactorily. Reasonable accommodations may be made to enable qualified individuals with disabilities to perform essential job functions.

Additional Details

Travel Required: N/A - No travel required
Job Status: New Graduate
Employee Type: Full
Primary Location: TEMPE - E RIO SALADO PKWY
All locations: US-AZ-Tempe


About WSP
 WSP USA is the U.S. operating company of WSP, one of the world's leading engineering and professional services firms. Dedicated to serving local communities, we are engineers, planners, technical experts, strategic advisors and construction management professionals. WSP USA designs lasting solutions in the buildings, transportation, energy, water and environment markets. With more than 15,000 employees in over 300 offices across the U.S., we partner with our clients to help communities prosper. www.wsp.com
 WSP provides a flexible and agile workplace model while meeting client needs. Employees are also afforded a comprehensive suite of benefits including medical, dental, vision, disability, life, and retirement savings focused on providing health and financial stability throughout the employee’s career.
 At WSP, we want to give our employees the challenges they seek to grow their careers and knowledge base. Your daily contributions to your team will be essential in meeting client objectives, goals and challenges. Are you ready to get started?
 WSP USA (and all of its U.S. companies) is an Equal Opportunity Employer Race/Age/Color/Religion/Sex/Sexual Orientation/Gender Identity/National Origin/Disability or Protected Veteran Status.
 The selected candidate must be authorized to work in the United States. 
NOTICE TO THIRD PARTY AGENCIES:
 WSP does not accept unsolicited resumes from recruiters, employment agencies, or other staffing services. Unsolicited resumes include any resume or hiring document sent to WSP in the absence of a signed Service Agreement where WSP has expressly requested recruitment/staffing services specific to the position at hand. Any unsolicited resumes, including those submitted to hiring managers or other business leaders, will become the property of WSP and WSP will have the right to hire that candidate without reservation – no fee or other compensation will be owed or paid to the recruiter, employment agency, or other staffing service.






"
53,Mechanical Engineer (Entry Level),Mechanical Engineer,3c96fc883e4bf126,"
Mechanical Engineer (Entry Level) 

Help us build the future and we’ll help you build a rewarding and purposeful career.  Our global network is made up of architects, designers, planners, engineers, and environmental scientists all working towards the same goal. 
Join a team that brings inspirational architecture, landscapes, townscapes and places to our world, and we’ll provide you unlimited space to grow. 

Who are we looking for?  Our new office in Orlando, FL is looking to hire a Mechanical Engineer to participate in the design and development of HVAC, Plumbing or Process Mechanical systems for various buildings and facilities. 

Bring your curiosity and passion to the technical challenges we solve at GHD. Then see how everyone gets behind you.  With commitment, there’s no idea too big, no dream too far. We strive to create opportunity for all. Giving you leading training and development programmes to accelerate your growth. 
Come and see where your career can take you and the impact your commitment can make. 
Let's solve the big problems together. 

Working with an energetic and high performing team, this position offers a variety of work and will see you involved in: 

Completion of engineering tasks from concept design through construction closeout including development of construction drawings, specifications, calculations and cost estimates 
Development and execution of project plans and specifications Work effectively and proactively within multi-discipline project teams 
 

What you will bring to the Team 

Bachelor’s and/or Master’s Degree in Mechanical Engineering 
0-3 years of HVAC, Plumbing or Process Mechanical design experience for either public and/or private sector; previous consulting experience highly desired 
Working knowledge of state and national building and energy codes and standards 
Working knowledge of AutoCAD and Revit is preferred, but will train 
Must be familiar with HVAC load calculation software 
Highly developed communication skills, both oral and written 
Proven ability to devise approaches to problem resolution Ability to be proactive and take ownership of the task involved 
 

Take on some of the world’s toughest challenges - with everyone at GHD backing you every step of the way. 
We'll give you control over your career, empower you to find innovative solutions and help you create a lasting impact. 
See where your commitment could take you with GHD. 

As a multicultural organization, we encourage individual achievement and recognize the strength of a diverse workforce. GHD is an equal opportunity employer. We provide equal employment opportunities to all qualified employees and applicants without regard to race, creed, religion, national origin, citizenship, color, sex, sexual orientation, gender identity, age, disability, marital status or veteran status.  
#LI-PAR


"
54,Mechanical Engineering - Recent Grad/Full Time (US Person Required),Mechanical Engineer,71a4c4d2e4f19001,"
Join a team recognized for leadership, innovation and diversity
 The future is what you make it. 

 When you join Honeywell, you become a member of our global team of thinkers, innovators, dreamers, and doers who make the things that make the future. That means changing the way we fly, fueling jets in an eco-friendly way, keeping buildings smart and safe and even making it possible to breathe on Mars. 
 
 Working at Honeywell isn’t just about developing cool things. That’s why our employees enjoy access to dynamic career opportunities across different fields and industries. 
 

Are you ready to help us make the future? 


ABOUT THE ROLE: 
 Employees are introduced to the process of developing designs from conception through product launch. In this position, you will provide engineering assistance on design projects with other Product Development team members. The team regularly works cross-functionally and interfaces with customers, vendors, manufacturing, and quality to improve and develop new parts.
 
 Through hands-on learning experiences, global exposure, networking, and professional development opportunities, Honeywell interns will shape the future. You’ll have the opportunity to work alongside industry experts, guide initiatives that refine technical skills, and have unparalleled mentorship and growth opportunities that will elevate your career. 
 #Futureshaper

   MINIMUM QUALIFICATIONS:
 






       Recently graduated or graduating within the current semester with a Mechanical Engineering degree
     


 Due to compliance with U.S. export control laws and regulations, candidate must be a U.S. citizen, U.S. permanent resident, or have asylum or refugee status in the U.S.




 WE VALUE:






       Design experience (preferably with AutoCAD)
     


       Robotics experience
     


       Project Management experience
     



 Additional Information

 JOB ID: req413836
 Category: Engineering
 Location: United States
 Exempt
 Due to US export control laws, must be a US citizen, permanent resident or have protected status.


 Honeywell is an equal opportunity employer. Qualified applicants will be considered without regard to age, race, creed, color, national origin, ancestry, marital status, affectional or sexual orientation, gender identity or expression, disability, nationality, sex, religion, or veteran status.
"
55,Mechanical Engineer 1,Mechanical Engineer,33d9b14cb29c28e9,"




Job Responsibilities




Assist in performing professional mechanical engineering research, design, development, modification and evaluation in support of complex semiconductor capital equipment and systems, and their mechanical components
Assist in conducting well-defined experiments and tests, collect data, generate reports, and provide recommendations
Design and develop simple devices. Generate or direct layout/design activities and verify accuracy of final documentation
Provide design information to drafting for packaging documentation
Conduct feasibility studies and testing on new and modified designs
Present design concepts to peers and management in a professional and effective way
Work cooperatively in a team environment






Minimum Qualifications




Ability to work with senior engineers, learning/applying industry standards/practices while avoiding design pitfalls
Ability to apply engineering principles to real-world problems
Have excellent verbal and written communication skills
Work well with others in an environment with aggressive deadlines and multiple priorities while remaining a team player






Preferred Qualifications




Semiconductor industry experience is not required , but a plus
Master’s Degree is a plus






Our Commitment



We believe it is important for every person to feel valued, included, and empowered to achieve their full potential. By bringing unique individuals and viewpoints together, we achieve extraordinary results.
Lam Research (""Lam"" or the ""Company"") is an equal opportunity employer. Lam is committed to and reaffirms support of equal opportunity in employment and non-discrimination in employment policies, practices and procedures on the basis of race, religious creed, color, national origin, ancestry, physical disability, mental disability, medical condition, genetic information, marital status, sex (including pregnancy, childbirth and related medical conditions), gender, gender identity, gender expression, age, sexual orientation, or military and veteran status or any other category protected by applicable federal, state, or local laws. It is the Company's intention to comply with all applicable laws and regulations. Company policy prohibits unlawful discrimination against applicants or employees.
LI-LE1
#LI-Hybrid 
IND123



 Salary and Benefits
CA San Francisco Bay Area Salary Range for this position: $69,000.00 - $128,000.00
The above salary range for this position is relevant to applicants that reside or work onsite in the California, San Francisco Bay Area only. Salary offers will depend on factors that include the location you work from, your level, education, training, specific skills, years of experience and comparison to other employees already in this role. Actual salary may vary from salary offered due to numerous factors including but not limited to unpaid time off, unpaid leave, company mandated shutdown, and other relevant factors.
In addition, the successful candidate for this position will become eligible for a comprehensive set of outstanding benefits. Click here to learn more about the benefits Lam offers for this position www.lambenefits.com.
"
56,Mechanical Engineer I,Mechanical Engineer,aded834c40cd6a54,"
 Overview: 
 
 Affiliated Engineers, Inc. (AEI) is a leading, multidisciplinary consulting engineering firm and collaborative community of over 800 employees who plan, design, and deliver high-performance, innovative, and holistic engineering solutions — positively impacting society and advancing humankind.

 Recognized in the Top 20 Engineering Firms and Top 3 Science and Technology Firms since 2000 by Building Design + Construction Magazine, AEI is dedicated to enhancing public health and improving patient outcomes, advancing revolutionary biomedical research, and enabling the next generation of scientific discovery and technological innovation through remarkable design and award-winning projects.

 From collaborating with the California Air Resources Board to transform air quality in the world’s largest, zero net energy emissions testing facility to creating human-centric, technically advanced clinical environments that elevate communities — such as Healthcare Design Magazine's 2022 Design Showcase Winner, Sarasota Memorial Hospital in Venice, Florida — our work reflects the highest standards in sustainable design practices.

 As a Mechanical Engineer I in our Gainesville office, you will help us empower our clients to achieve energy-efficient building solutions, save global environments, and create a better, greener future for all. Responsibilities: 
  Here's why we need you:
 Within our team framework, you will initially work with and be mentored by experienced engineers and will yourself help to mentor designers. Your initial assignments will include performing load calculations, determining system sizing and layouts, calculating equipment sizes, selecting equipment, completing field surveys, and reviewing equipment shop drawings. As you gain project experience, you will take on a greater role in leading mechanical project teams, writing specifications, participating in project meetings with clients and other consultants, and supporting construction-phase work. Qualifications: 
 
 Expertise of our most successful 
Mechanical Engineer I
:


 BSME/BSAE from ABET accredited school.
 Minimum GPA of 2.5.
 Non-academic internship.
 Leadership involvement in extracurricular activities/student organizations preferred.
 EIT certification (Passed the FE exam) a plus.
 Internship experience in the MEP consulting engineering field preferred.


 Effective skills to help you flourish:


 Strong spoken and written communications skills.
 Excellent organization and time management skills.
 Quick technical comprehension and motivation focused on client outcomes.
 Able to effectively prioritize multiple tasks.
 Effective working individually and within team environments.

 Our dedication to you:

 AEI passionately invests in our brilliant talent by allowing for personal and professional growth through supporting clients like NASA; the National Institutes of Health and Cone Health System; the US Department of Homeland Security and US Department of Energy; and Stanford University and the California Institute of Technology. 
Our flexible and collaborative work environment demonstrates our dedication to employee appreciation and collective commitment to excellence.
 We provide the opportunity to serve the greater good of humanity through work on cutting-edge, state-of-the-art projects like Promega Corporation’s Kornberg Center, The University of Arizona’s Biomedical Sciences Partnership Building, AbbVie’s West Coast Oncology Hub, and BioMed Realty’s Gateway of Pacific. 
Our culture encourages professional development while adhering to a set of core values that drive company and team decisions. Our commitment to these values – innovation and expertise, integrity, communication, quality, responsibility, opportunity, and growth – informs both project decisions and behavior amongst colleagues and clients
 An exceptional benefits package (health, dental, vision) and a year-end bonus based on company profits, individual responsibility, and performance.


 We provide the tools and a support system to ensure a thriving career. If this environment and opportunity to work on world-changing projects align with your goals, we would be thrilled to meet you.

 Come and collaborate with us!

 To be considered, apply online at https://aeieng.com/about/careers/.

 If you know other candidates that would excel at this position, please share this posting with them directly via email, or to your network on LinkedIn.

 AEI is proud to be an EEO/AA Employer/Vet/Disabled.
"
57,Mechanical Engineer 1,Mechanical Engineer,f7633899bcfe9b58,"
 Overview: 
 
   We are seeking a full-time 
  Mechanical Engineer 1
 located in our Olathe, KS office. In this role, you will be responsible for developing basic mechanical solutions and utilizing CAD software to model basic parts.
  Responsibilities: 
 
 Essential Functions


 Complete basic mechanical designs for Garmin or OEM products
 Apply knowledge of math, science and physics, strong spatial skills, and a pragmatic approach in taking product concepts to mass production
 Model basic parts and components including injection molded plastic, die cast aluminum and zinc, sheet metal, CNC machined and screw machine fabricated parts, compression molded rubber, extrusions, display components, flex circuits, touch panels, speaker enclosures, mounting systems, etc.
 Specify requirements for and source parts such as electrical connectors, speakers, microphones, LCD’s, backlights, keypads, switches, electric motors, screw machined parts, rotary controls, batteries and antennas
 Complete test plans for basic mechanical systems and conduct testing of products to verify compliance with design requirements
 Maintain configuration control of documentation for products in production and interface with available drafting and document control resources
 Apply design standards and procedures using appropriate engineering tools to document and implement basic designs in an organized manner
 Identify and resolve defects of basic scope using proper engineering tools/techniques
 Qualifications: 
 
 Basic Qualifications


 Bachelor’s Degree in Mechanical Engineering, Manufacturing Engineering, or Aerospace Engineering OR an equivalent combination of education and experience
 Excellent academics (cumulative GPA greater than or equal to 3.0 as a general rule)
 Demonstrated knowledge of CAD software and ability to model basic parts


 Desired Qualifications


 Outstanding academics (cumulative GPA greater than or equal to 3.5)
 Previous work or internship experience in design, particularly for consumer products
 Experience using SolidWorks CAD software
 Mechanical systems repair or troubleshooting experience



 Garmin International is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, citizenship, sex, sexual orientation, gender identity, veteran’s status, age or disability.



 This position is eligible for Garmin's benefit program. Details can be found here: 
Garmin Benefits

"
58,Mechanical Engineer,Mechanical Engineer,a5d7920b425933e4,"


For years, Valve has been all about writing software that provides extraordinary gameplay experiences. Lately, we’ve been developing hardware to take those experiences to the next level, and you can be a key part of making that happen! Join our highly motivated team that's doing hardware design, prototyping, testing, and production across a wide range of platforms. Help us invent whole new gaming experiences built around novel hardware for the living room and beyond. 
At Valve, our Hardware team is highly collaborative; we benefit from individuals with broad skill bases and backgrounds, as well as deep technical experience. We design, test, manufacture, and validate the hardware that brings new experiences to life. Like other teams at Valve, we operate without a traditional management structure. We collaborate with peers to define our priorities and contributions during the development of our products. As part of that collaboration, we are able to self-select how best to add value to the projects we work on. Mechanical engineers typically define product architecture and lead all aspects of product development, from early concept work through to manufacturing. 
As an ME, and depending on where we are in the product cycle, you may find yourself spending time designing in CAD, finding the root cause of a failure, putting together a DOE, or outlining a quality plan for the CM. There’s a lot to get involved in, and most of the team wears multiple hats. Your hardware colleagues have many years of experience from across the CE industry with multiple products shipped. They can dig into the details while maintaining a product-level perspective, and we believe this focus and awareness results in products that keep our customers engaged and excited. 
Are you interested in stretching your limits and influencing the future of gaming and entertainment hardware? We look forward to hearing about what you have to bring to the table!






    What We Offer
   

An organization where 100% of time is dedicated as groups see fit
The opportunity to collaborate with experts across a range of disciplines
A work environment and flexible schedule in support of families and domestic partnerships
A culture eager to become stronger through diversity of all forms
Exceptional health insurance coverage
Unrivaled employer match for our 401(k) retirement plan
Generous vacation and family leave
On-site amenities in support of health and efficiency
Fertility and adoption assistance
Reimbursement for child care during interviews



"
